SA2_CODE_2021,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
406021139,0,0,0,0,0,0,0,0,0,0,3,0,9,0,4,0,27,3,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,16,0,4,0,9,0,0,32,0,0,0,0,0,0,0,0,0,0,13,0,5,3,0,37,0,6,0,68,23,0,10,14,10,3,0,33,0,97,4,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,13,6,0,7,19,11,0,3,0,0,53,0,27,0,15,3,0,0,0,0,53,8,32,6,35,16,0,0,0,0,95,0,0,0,0,0,4,0,0,0,4,0,3,4,3,0,0,0,0,0,11,4,3,0,0,4,6,0,3,15,38
406021140,68,5,14,0,6,0,0,31,0,130,3,5,22,0,5,0,26,4,0,66,0,0,13,0,0,0,0,5,0,16,0,0,5,0,0,0,0,3,0,9,13,0,27,4,7,0,24,13,0,88,0,0,0,0,0,3,4,3,0,19,13,0,7,0,3,38,0,0,0,62,19,0,8,29,0,0,3,26,0,93,10,3,9,0,4,0,27,0,0,51,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,7,0,9,0,0,4,0,0,0,0,10,0,3,6,7,0,0,0,14,0,32,11,8,4,25,22,0,6,4,0,79,3,34,4,27,12,0,0,0,0,75,4,44,0,36,17,0,0,11,0,109,5,3,0,0,0,0,0,0,0,12,0,0,8,0,4,0,0,0,0,17,5,0,4,3,5,0,3,3,16,34
406021141,173,7,22,0,9,0,7,109,10,343,8,6,45,0,6,0,83,21,0,164,0,0,3,0,0,0,0,0,0,4,6,0,3,0,0,0,5,6,0,17,3,0,15,8,7,0,21,12,3,73,0,0,0,0,0,0,0,0,0,4,9,0,6,0,0,13,0,6,0,36,31,5,15,24,6,0,0,22,0,108,5,5,8,0,8,3,14,4,0,39,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,4,0,4,0,0,16,10,0,5,8,0,0,0,21,0,36,12,8,7,17,8,0,0,0,0,50,4,30,4,19,7,0,0,0,0,60,5,14,0,12,0,0,0,3,0,37,4,5,3,0,0,0,0,0,0,9,0,3,8,5,0,0,0,4,0,17,4,6,4,0,3,0,0,12,20,46
406021142,26,4,13,0,9,0,13,74,7,140,3,13,90,0,8,0,106,9,3,237,10,3,77,4,8,7,17,18,0,137,4,0,29,0,9,0,16,13,6,82,32,19,180,9,30,0,71,63,0,401,11,0,8,0,5,20,8,0,0,62,71,9,31,4,23,358,18,72,0,583,67,3,40,92,26,67,15,143,0,450,15,3,28,0,37,4,201,34,4,335,0,12,3,0,3,3,0,4,0,25,17,15,3,0,37,0,6,5,0,88,6,6,4,4,9,21,0,7,0,54,13,43,25,0,34,0,5,3,6,127,10,22,17,20,11,0,3,141,6,224,51,111,38,282,144,0,8,13,13,668,37,250,12,156,43,0,4,3,0,515,57,267,26,337,119,5,6,51,11,875,5,6,4,0,9,0,0,6,0,36,10,17,116,41,22,9,0,23,0,240,7,6,21,13,15,12,16,28,54,166
406021143,0,0,0,0,0,0,0,0,0,4,66,121,377,3,80,0,383,66,18,1124,0,0,14,0,0,0,7,3,0,34,0,0,7,0,9,0,4,6,0,25,20,10,108,0,30,0,47,39,4,257,0,0,11,0,10,4,11,0,0,32,15,0,3,0,3,57,0,22,0,107,14,0,25,39,10,5,0,31,0,133,6,0,0,0,9,4,25,0,0,48,0,0,0,0,4,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,5,0,5,0,6,10,5,0,0,33,5,6,7,0,3,0,0,0,0,27,7,9,22,0,10,0,5,32,4,89,7,5,0,17,22,0,0,4,0,53,12,70,3,27,11,0,0,0,0,119,0,20,0,37,15,0,0,0,0,72,0,0,0,6,0,0,0,0,0,6,0,5,9,7,0,0,0,6,0,35,0,3,10,3,4,0,5,8,21,51
407011144,63,4,8,0,9,3,12,36,0,137,7,3,20,0,0,0,35,4,0,75,34,21,66,0,22,11,15,25,5,199,5,3,6,0,4,0,17,11,5,54,53,6,214,0,43,6,52,80,7,458,17,5,8,0,5,18,8,0,0,58,84,12,31,14,18,255,7,55,0,467,70,3,62,120,16,20,6,94,4,391,12,7,6,0,30,7,57,14,0,120,4,6,8,0,4,0,0,0,0,14,8,18,0,0,21,0,0,0,6,54,10,6,0,0,10,30,0,0,0,68,23,70,33,0,42,0,4,0,0,176,6,12,32,13,6,0,3,87,0,171,25,45,12,35,57,0,7,15,0,207,17,195,9,59,23,0,0,4,0,304,23,202,24,352,63,4,0,33,4,704,11,24,9,16,0,0,0,5,0,63,17,16,95,23,15,0,0,17,0,190,17,18,16,12,10,3,8,11,38,139
407011145,305,9,20,0,21,5,11,103,9,486,0,0,4,0,0,0,6,0,0,10,16,0,17,4,5,8,4,10,0,78,0,0,6,0,0,0,4,0,0,20,28,0,79,0,9,4,18,29,0,178,9,4,3,0,8,24,0,0,0,46,30,4,10,6,7,96,5,18,4,169,67,0,38,59,8,14,0,50,7,245,10,5,10,18,15,14,26,17,3,115,4,3,0,0,0,0,0,0,0,12,4,0,0,0,12,0,0,0,0,15,0,0,0,0,3,12,0,0,0,19,12,28,12,0,32,4,0,5,0,90,5,5,11,26,6,0,0,49,0,108,24,10,6,15,29,0,6,16,5,109,15,94,3,32,12,0,5,0,0,173,5,74,0,81,32,0,0,13,4,214,7,9,13,9,7,0,0,0,0,47,5,7,29,10,10,0,0,11,0,62,14,3,13,6,8,3,7,16,27,92
407011146,94,8,15,0,10,4,19,82,7,237,6,12,20,0,3,0,43,3,0,95,42,20,48,4,24,18,24,52,8,244,5,0,8,0,3,0,19,4,3,47,31,4,151,3,35,7,36,63,8,339,15,9,10,0,11,23,3,8,0,81,66,15,17,4,11,188,14,27,3,346,42,0,24,58,4,16,5,62,0,214,9,3,9,0,34,8,52,6,0,118,0,15,12,0,5,3,0,0,0,27,8,20,0,0,32,0,0,0,0,66,5,3,0,0,10,25,0,0,0,41,9,51,18,0,41,0,0,9,0,125,6,13,20,11,18,0,10,56,3,127,17,35,12,41,43,0,4,7,0,168,20,117,15,85,23,0,5,3,3,266,26,162,20,238,64,3,4,37,5,550,5,11,12,11,3,3,0,7,0,52,7,15,91,14,17,3,0,8,0,153,10,4,18,6,8,6,13,14,23,104
407011147,357,10,33,0,31,8,24,141,3,608,6,7,28,0,5,0,29,5,0,78,70,29,53,9,33,29,21,62,5,301,6,8,23,0,4,4,7,3,0,64,44,14,169,5,36,4,63,72,3,401,11,3,3,0,0,16,14,9,0,56,46,6,19,4,16,154,15,33,4,294,44,0,23,47,6,14,4,52,0,193,18,12,8,0,29,4,40,3,4,125,6,8,4,0,0,0,0,0,0,21,3,14,4,0,33,0,0,0,3,53,3,0,3,0,11,14,0,0,0,34,14,76,32,0,37,0,0,4,0,168,20,6,29,10,13,3,3,56,0,142,20,40,21,56,41,0,0,12,0,189,20,150,10,70,23,0,4,7,3,285,27,150,18,224,77,5,0,13,0,515,11,10,18,6,0,3,3,11,0,65,17,13,70,19,9,5,0,9,0,144,39,8,24,6,21,8,8,22,41,170
407011148,76,4,14,5,3,3,15,44,0,167,4,8,21,0,0,0,39,3,0,78,33,13,67,0,18,35,8,26,0,196,5,8,14,0,12,3,18,6,0,59,58,11,236,0,52,3,49,79,3,489,23,6,3,0,7,24,8,3,0,73,87,18,51,4,21,383,15,79,0,649,89,0,91,132,22,46,5,147,0,536,11,6,10,0,29,3,61,3,0,130,4,21,4,0,5,9,0,0,0,44,10,21,0,0,40,0,0,0,0,73,4,3,0,0,14,34,0,6,0,72,25,101,28,0,53,3,0,0,0,220,8,19,42,28,20,0,5,123,0,238,22,51,14,63,63,0,9,12,0,232,24,242,8,93,38,0,0,5,0,410,41,279,30,491,108,12,6,53,5,1017,7,24,10,32,7,3,0,3,3,87,12,20,102,38,24,3,4,29,4,238,16,9,13,21,16,10,5,16,42,149
407011149,233,3,15,0,20,6,5,70,6,364,9,5,14,0,3,0,24,3,0,56,33,10,37,6,16,11,9,34,0,156,3,6,3,0,4,0,9,6,0,28,35,9,115,0,27,7,24,57,0,268,6,3,0,0,6,11,3,8,0,37,40,5,9,3,7,123,4,16,6,212,55,0,27,59,16,15,0,58,0,222,5,10,0,11,16,7,44,11,0,99,0,5,4,0,8,0,0,0,0,18,6,12,0,0,21,0,0,0,0,39,4,0,0,0,14,18,0,3,0,35,12,46,16,0,31,0,0,3,3,113,13,4,20,11,12,0,0,62,0,120,19,20,15,25,31,0,3,11,3,127,14,74,9,41,20,0,0,0,0,164,17,92,8,140,58,0,0,13,4,338,6,12,14,0,0,0,0,8,0,35,12,5,41,3,3,0,0,10,0,83,10,12,15,3,8,5,4,11,24,98
407021150,363,19,25,0,31,5,43,177,10,685,4,0,8,0,0,0,0,0,0,15,26,8,63,0,13,11,54,29,4,206,6,3,8,0,3,0,9,0,0,26,30,4,124,0,23,0,42,41,0,259,9,0,14,0,18,30,4,12,0,91,39,7,16,0,6,104,7,17,0,199,20,0,16,35,0,22,0,50,0,141,10,0,13,0,21,3,50,3,5,110,0,3,0,0,0,0,0,0,0,7,6,7,0,0,16,0,0,0,0,31,3,6,0,0,4,12,0,0,0,31,4,25,15,0,20,0,0,0,0,72,0,0,10,8,9,0,0,27,0,54,16,20,3,27,30,0,4,5,0,106,13,85,5,52,12,0,0,3,3,171,22,89,14,111,32,3,0,6,4,271,0,10,7,0,5,0,0,9,0,34,5,5,57,12,9,4,0,9,0,97,15,5,24,5,11,3,16,17,24,111
407021151,294,10,20,0,20,3,18,130,5,496,0,0,5,0,0,0,5,0,0,12,18,12,18,0,8,7,11,25,4,96,0,0,0,0,0,0,0,0,0,7,28,0,86,0,14,4,13,24,3,176,8,5,0,0,7,14,3,0,0,34,41,3,10,3,0,93,3,12,0,175,47,0,34,59,8,11,0,49,0,202,0,0,3,0,12,4,31,0,0,61,0,0,0,0,0,0,0,0,0,4,3,0,0,0,12,3,0,0,0,17,0,0,0,0,5,8,0,0,0,13,0,25,5,0,8,3,5,0,0,41,0,0,10,8,4,3,0,28,0,49,8,7,3,5,14,0,10,8,0,64,12,61,0,14,7,0,0,3,0,98,7,35,3,78,11,0,0,13,0,146,4,5,3,6,0,0,0,5,0,14,0,6,24,8,6,0,0,0,0,46,13,3,5,0,0,0,4,13,25,62
407021152,74,4,8,0,12,3,16,63,0,174,0,0,4,0,0,0,5,0,0,14,20,11,68,5,16,7,100,72,6,306,8,3,0,0,3,0,3,0,0,27,23,4,115,0,24,0,24,17,4,208,7,0,0,0,6,23,3,4,0,52,40,0,22,5,7,128,4,22,0,228,21,0,12,33,0,3,0,23,0,97,4,3,0,0,6,0,24,4,0,47,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,12,0,0,0,0,7,6,0,0,0,13,0,20,3,0,19,0,0,0,0,55,8,3,9,3,9,0,0,47,0,65,11,17,7,20,23,0,7,14,4,103,11,66,6,55,13,0,0,4,0,159,8,59,9,172,30,0,0,31,4,314,0,3,0,6,0,0,0,3,0,12,4,5,45,13,10,0,0,12,0,91,3,0,10,8,4,0,10,16,28,85
407021154,137,16,55,0,21,11,16,174,8,438,0,0,6,0,0,0,8,0,0,15,55,18,75,5,19,9,19,304,4,517,8,4,5,0,5,3,11,3,0,40,27,0,108,0,14,5,21,32,0,211,14,19,6,0,8,40,7,7,4,103,62,3,45,3,16,170,3,37,0,341,37,0,15,45,6,22,0,41,0,177,9,6,0,0,27,3,47,4,0,96,4,3,4,0,0,0,0,0,0,17,8,8,0,0,24,3,0,0,0,45,0,0,0,0,7,12,0,0,0,18,6,53,14,0,29,4,0,0,0,104,0,6,16,3,3,0,0,36,0,76,10,21,6,15,20,0,13,4,0,91,15,119,5,36,14,4,0,6,0,205,8,86,5,146,28,0,0,33,0,307,3,8,3,0,0,0,0,0,0,15,9,5,54,7,5,0,0,11,0,100,20,8,17,0,11,5,4,35,39,132
407021155,496,8,29,0,21,5,24,121,0,703,0,0,5,0,0,0,3,0,0,8,19,4,15,0,12,4,3,20,0,76,0,0,4,0,0,0,0,0,0,3,4,0,16,0,3,0,11,14,0,53,3,3,0,0,10,10,0,0,0,32,5,0,11,0,8,27,3,11,0,65,3,0,0,15,0,4,0,4,0,27,8,0,0,0,6,7,18,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,14,8,0,16,0,0,0,0,35,0,0,0,5,0,0,0,10,0,13,9,7,4,5,11,4,3,0,0,30,10,34,4,17,5,0,0,0,0,66,3,36,0,27,7,0,0,3,0,80,0,0,0,0,0,0,0,0,0,4,0,0,15,3,4,0,0,0,0,23,9,0,3,0,0,3,0,7,17,48
407021156,241,12,34,0,24,7,43,92,0,459,0,0,5,0,0,0,0,0,0,9,53,33,42,0,21,4,18,81,5,260,0,0,0,0,0,0,0,0,0,5,7,0,27,0,5,0,10,15,0,70,3,0,0,0,6,12,5,5,0,36,26,0,5,0,7,57,4,19,0,111,18,3,8,20,0,3,0,26,0,80,13,0,7,0,11,6,22,0,0,53,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,7,0,0,0,0,0,5,0,0,0,11,5,12,4,0,0,0,0,0,0,22,0,0,4,0,0,0,3,18,0,25,3,7,0,8,12,0,0,0,0,34,3,54,5,22,7,0,0,0,0,90,3,33,7,49,13,0,0,3,0,116,4,0,0,0,0,0,0,0,0,5,0,0,14,9,3,0,0,3,0,38,13,0,3,0,0,0,3,14,20,57
407021157,652,15,49,0,52,6,80,193,6,1060,0,0,3,0,0,0,7,0,0,8,66,31,92,6,49,16,39,308,21,611,0,0,5,0,5,0,0,3,0,16,30,4,98,0,17,0,44,34,0,231,10,14,14,0,20,42,16,7,0,122,34,9,50,3,19,128,16,39,4,298,30,0,12,46,6,6,0,41,0,147,20,9,6,0,29,3,91,3,0,163,0,0,0,0,3,0,0,0,0,9,8,7,0,0,13,4,0,0,0,30,0,0,0,0,6,13,0,0,0,21,6,25,8,0,28,0,0,0,0,70,4,0,9,4,5,0,3,37,0,62,12,12,8,10,20,0,12,7,0,86,11,103,4,49,11,0,0,0,0,182,3,94,7,125,37,0,0,26,0,291,0,3,4,0,0,0,0,3,0,13,9,7,94,8,15,7,0,15,0,152,13,0,14,3,11,5,17,19,22,112
407021158,271,16,19,6,25,3,19,143,3,507,0,6,3,0,0,0,3,0,0,16,17,0,31,0,9,0,35,17,3,121,0,0,5,0,0,0,3,3,0,17,9,3,44,0,9,3,18,12,0,106,9,3,4,0,5,7,0,3,0,36,13,7,7,3,6,73,5,6,0,123,16,0,10,23,0,6,0,27,0,90,8,0,0,0,11,4,15,0,0,45,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,7,0,0,0,5,10,17,12,0,5,0,0,0,0,43,3,0,6,0,3,0,3,22,0,40,10,8,6,13,6,0,6,13,3,51,3,75,0,19,10,0,0,3,0,112,0,56,6,86,20,0,0,10,0,180,0,3,5,9,0,0,0,0,0,13,4,0,23,6,8,0,0,3,0,49,9,0,7,0,0,3,7,10,17,48
407021173,121,37,57,0,35,10,105,147,4,511,5,0,13,0,0,0,14,0,3,38,88,32,141,5,42,24,168,136,11,647,5,0,12,0,6,0,19,12,0,62,41,23,319,5,57,10,50,82,9,586,28,10,18,0,35,48,32,19,0,195,127,15,61,8,39,516,24,98,3,890,101,0,63,126,11,81,9,140,5,532,34,10,10,0,76,14,132,14,6,294,8,19,0,0,3,9,0,0,0,39,11,34,0,0,56,3,0,0,6,108,9,3,0,0,17,22,0,4,0,54,10,68,35,0,47,5,0,0,0,166,12,30,26,18,21,0,10,103,0,219,37,63,19,132,68,9,18,19,8,368,41,342,10,164,50,0,0,15,4,627,36,329,39,506,158,5,0,50,4,1134,12,4,14,10,3,3,0,7,0,54,24,14,132,42,24,9,13,30,0,296,17,12,43,15,18,10,41,34,53,242
407021174,131,27,35,0,32,11,97,142,6,481,8,0,12,0,0,0,15,0,4,42,77,40,165,9,53,32,147,134,8,666,7,0,18,0,4,3,6,5,0,37,51,12,281,0,52,7,66,80,4,560,36,17,22,0,29,34,20,16,0,178,112,19,57,8,42,454,17,82,3,788,69,0,53,117,17,85,13,154,0,504,29,5,24,0,67,13,160,5,8,314,11,11,14,0,5,9,0,0,0,53,12,24,0,0,44,5,0,0,0,80,8,5,5,3,20,40,0,0,0,83,14,66,39,0,49,3,0,6,0,179,13,16,25,14,19,4,8,103,5,202,28,68,20,100,64,3,4,16,0,308,33,292,17,145,51,0,0,10,0,553,47,341,37,478,125,8,16,47,10,1110,11,7,7,19,3,0,0,6,0,55,15,14,150,44,27,4,0,32,0,291,20,12,31,16,19,20,48,42,55,259
407031159,197,5,5,0,16,5,27,113,9,380,4,0,4,0,0,0,13,0,0,22,55,26,91,5,33,12,37,129,5,398,4,0,15,0,7,0,11,3,3,55,20,5,105,0,25,5,10,31,0,212,18,3,3,0,6,15,10,4,0,65,24,3,14,0,11,136,3,16,0,215,38,4,28,52,18,20,0,56,0,222,7,0,8,0,15,0,56,6,0,95,0,7,0,0,0,0,0,0,0,14,0,9,0,0,14,0,0,0,0,29,0,0,0,0,0,7,0,6,0,19,8,31,12,0,13,0,0,0,0,61,4,11,8,9,9,0,4,64,0,112,10,24,16,26,41,0,6,21,0,150,10,83,3,72,21,0,3,4,0,201,24,129,0,199,42,3,0,19,0,423,0,0,4,3,0,0,0,0,0,10,8,3,62,11,6,4,3,13,0,110,10,3,17,6,4,4,17,22,31,110
407031160,17,7,3,4,3,0,6,65,4,104,0,0,3,0,0,0,3,0,0,8,20,22,42,0,18,4,32,69,0,207,5,0,9,0,0,4,3,0,0,22,10,0,36,0,13,0,5,23,0,88,5,0,3,0,7,8,0,6,0,26,30,5,6,0,3,108,7,34,0,192,13,0,19,43,6,7,0,39,0,131,4,4,3,0,8,3,36,3,0,48,0,8,0,0,0,0,0,0,0,15,0,5,0,0,11,0,0,0,0,19,0,0,0,0,5,7,0,0,0,14,0,20,10,0,13,0,0,0,3,52,5,9,6,7,4,0,10,55,0,98,9,26,9,26,16,0,0,7,0,103,5,78,6,41,10,0,0,4,0,143,8,95,5,124,32,3,0,20,3,285,0,4,0,4,0,0,0,0,0,14,4,10,36,8,4,0,0,0,0,67,4,0,10,6,6,0,7,23,11,74
407031161,400,16,37,0,22,11,65,137,8,691,0,0,0,0,0,0,3,0,0,3,3,0,12,0,5,0,0,5,0,25,0,0,0,0,0,0,0,0,0,0,9,3,18,0,6,0,7,8,0,48,9,0,10,0,16,7,4,8,0,62,4,0,3,0,6,43,0,0,0,68,9,0,3,17,0,0,0,14,0,48,3,4,0,0,5,4,19,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,4,0,6,0,0,0,0,12,0,0,8,0,0,0,0,21,0,30,6,8,7,10,16,0,7,4,0,57,7,40,7,22,15,0,0,0,0,93,3,29,7,50,15,0,0,14,0,122,0,0,0,0,0,0,0,0,0,4,7,5,17,0,0,0,0,5,0,39,3,0,3,0,5,0,0,6,10,31
407031162,174,12,18,0,24,7,38,132,5,403,0,3,5,0,0,0,16,6,0,31,39,13,52,3,14,4,15,67,4,214,3,0,23,0,0,4,5,3,0,45,17,0,86,0,6,0,11,30,0,160,7,8,8,0,11,13,9,8,5,62,44,8,8,3,13,126,4,25,0,224,25,0,12,31,3,13,0,20,0,105,9,0,3,0,23,6,55,5,0,105,0,4,0,0,0,0,0,0,0,7,0,8,0,0,13,0,0,0,0,25,0,0,3,3,4,11,0,0,0,19,7,25,10,0,17,0,0,0,0,64,3,7,9,8,10,0,9,43,6,89,13,13,10,15,26,0,9,21,0,102,10,131,7,48,24,0,0,3,0,226,12,103,6,188,37,4,0,22,3,385,3,4,0,3,0,0,0,0,0,12,9,4,64,3,6,4,0,3,0,101,9,11,10,12,6,0,8,9,30,87
407031163,193,3,10,0,17,0,24,83,4,335,0,0,0,0,0,0,3,0,0,5,11,8,10,0,12,6,8,12,0,63,0,0,3,0,3,0,0,0,0,12,4,0,19,0,8,0,3,4,0,45,3,0,0,0,0,0,0,0,0,8,13,0,0,0,3,22,0,3,0,47,3,0,0,0,3,0,0,0,0,16,0,0,0,0,7,0,19,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,17,0,0,0,0,0,0,0,10,0,13,0,4,0,3,4,0,0,3,0,21,6,24,0,15,10,0,0,0,0,56,6,26,6,36,10,0,0,4,3,87,0,4,0,0,0,0,0,0,0,4,0,0,13,0,3,0,0,5,0,18,0,0,0,0,0,3,8,4,10,32
407031164,265,5,20,0,13,0,25,117,0,445,3,0,15,0,0,0,18,3,0,41,24,6,43,3,18,17,12,56,0,180,3,4,11,0,0,0,0,11,0,31,25,0,94,0,21,0,36,51,7,234,7,0,8,5,0,6,3,6,0,41,30,0,16,0,8,110,11,19,3,206,35,0,18,49,4,12,0,46,0,168,22,21,3,3,13,3,45,14,4,130,0,4,3,0,3,0,0,0,0,10,4,0,0,0,9,5,0,0,0,22,7,0,0,0,7,4,0,5,0,18,14,26,14,0,22,0,0,0,0,72,8,6,12,0,6,0,7,56,0,103,17,18,13,32,24,3,13,13,6,139,7,48,7,47,12,0,0,0,0,132,11,69,16,150,34,0,6,24,3,305,3,4,6,7,0,0,0,4,0,22,3,8,63,12,13,0,0,5,0,97,14,4,14,0,10,6,14,17,27,104
