SA2_CODE_2021,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
403041086,0,0,6,0,0,0,3,17,0,24,0,0,24,0,0,0,13,8,0,45,47,32,120,5,30,28,51,42,3,348,10,6,11,0,14,3,11,10,0,71,33,5,288,0,32,3,34,96,9,499,12,9,12,0,12,26,20,4,0,106,83,18,34,5,26,307,30,62,0,576,36,0,41,71,9,50,6,79,0,293,12,4,16,7,49,13,93,10,0,202,10,6,18,0,7,0,0,5,0,41,18,37,0,0,95,6,0,0,0,158,9,0,4,0,11,21,5,3,0,59,16,92,43,0,47,0,0,3,0,204,9,11,26,19,42,3,3,104,0,225,29,56,24,80,73,9,4,18,3,300,31,187,13,80,39,0,0,5,4,359,47,256,37,387,151,3,11,48,13,957,10,8,5,21,7,0,0,6,0,56,12,14,116,35,27,4,3,16,0,232,12,6,23,3,20,9,6,15,32,137
403041088,79,5,5,0,4,3,4,27,0,124,6,4,9,0,0,0,3,0,0,21,35,34,31,8,10,8,10,19,3,154,0,3,3,0,0,0,6,0,0,19,25,4,82,0,21,3,20,31,6,190,8,5,3,0,7,0,6,3,0,24,27,0,12,0,13,68,3,15,0,144,26,0,13,46,7,6,0,45,0,149,10,4,0,5,9,0,25,6,0,50,0,6,7,0,4,0,0,0,0,16,0,18,0,0,18,0,0,0,0,43,0,0,0,0,9,7,0,0,0,16,13,63,19,0,24,4,0,7,0,126,11,5,9,9,0,0,0,29,0,65,8,20,12,34,20,0,0,5,0,105,9,112,4,40,18,0,0,0,3,185,17,124,9,70,34,3,0,9,0,262,4,9,7,6,0,0,0,0,0,26,7,4,22,4,5,0,0,3,0,48,11,8,13,3,0,5,0,3,12,55
403041089,0,3,3,0,3,4,4,16,0,34,0,8,20,0,3,0,12,4,3,57,86,18,133,10,49,34,39,52,3,413,13,11,19,0,7,0,12,9,0,80,72,17,344,3,54,3,39,81,3,613,33,9,19,0,26,34,30,16,0,166,104,26,34,5,47,406,35,89,6,741,70,3,42,77,6,71,12,84,0,361,17,3,15,3,47,10,91,11,0,208,10,19,13,0,10,9,0,0,0,56,23,47,0,0,134,4,0,0,3,222,10,0,4,0,22,24,4,4,0,65,25,123,46,0,66,3,3,0,3,273,16,25,25,15,57,0,0,78,0,216,44,88,22,110,102,0,5,18,4,392,28,212,22,121,72,0,0,6,0,466,57,317,41,395,186,12,12,42,11,1066,12,4,3,31,3,3,0,0,0,73,13,18,149,30,35,9,3,20,0,287,14,9,22,4,29,5,13,10,23,145
403041177,12,0,9,0,0,0,3,17,0,48,8,4,29,3,4,0,36,8,3,98,67,25,134,8,31,25,45,60,11,398,17,11,25,0,13,7,14,14,0,104,74,14,466,3,66,11,62,126,16,828,24,12,26,0,17,17,26,3,4,120,133,15,39,3,32,405,22,74,3,728,58,3,49,102,10,58,13,119,0,409,17,13,11,26,42,10,89,17,4,228,10,21,13,0,14,0,0,0,5,58,22,54,6,0,115,15,0,0,0,221,11,0,4,0,15,37,0,5,0,71,34,147,43,3,69,6,3,3,4,318,21,34,38,36,61,6,3,114,4,318,44,118,45,100,104,8,5,17,16,463,30,293,22,133,45,0,0,7,0,533,57,297,48,506,194,9,12,54,4,1191,22,16,10,15,9,7,0,3,0,80,33,18,152,47,27,4,3,18,3,300,28,17,33,12,18,16,11,22,29,183
403041178,17,6,5,0,4,6,0,11,0,43,6,12,19,0,0,0,26,5,0,67,61,27,115,8,37,30,51,58,3,376,15,8,23,0,11,0,24,9,7,99,55,14,344,7,42,8,43,68,15,593,20,17,13,0,20,25,14,5,0,118,74,10,37,8,22,287,21,63,0,535,45,0,27,91,3,48,9,97,3,336,10,11,7,8,37,11,74,5,4,166,6,21,11,0,9,13,0,3,0,59,16,33,4,0,87,6,0,0,0,149,8,3,3,0,7,17,0,0,0,43,24,91,40,0,52,4,3,5,3,218,16,26,34,14,28,0,4,60,8,191,33,74,20,78,76,0,10,16,7,325,34,207,17,146,57,0,0,6,6,471,46,263,34,432,146,7,6,36,9,981,15,14,10,13,4,4,0,0,0,59,14,14,89,29,20,3,3,20,0,182,12,9,34,0,21,13,12,15,29,159
404011090,4,0,0,0,3,0,0,9,0,19,10,7,8,0,4,0,9,3,0,43,52,43,73,7,25,24,39,70,5,333,4,16,13,0,16,0,8,4,0,58,46,17,200,0,39,4,14,76,6,417,23,14,11,0,9,17,23,13,0,118,69,20,25,0,24,270,23,54,3,489,58,0,47,81,3,33,9,70,3,302,24,14,9,5,55,10,109,10,5,241,7,21,12,0,13,11,0,0,0,65,18,45,0,0,88,7,0,0,0,164,13,10,9,0,8,24,5,11,0,73,37,160,31,3,60,3,0,4,0,307,10,18,19,17,24,4,8,73,3,177,37,95,16,86,118,0,3,9,0,369,25,208,18,56,41,0,0,0,6,371,52,343,23,265,127,5,17,28,7,861,18,15,7,31,11,0,0,7,0,79,11,13,92,27,19,7,0,7,0,171,16,14,31,4,21,15,12,19,23,156
404011091,19,4,5,0,4,4,0,12,0,47,0,16,16,0,7,3,14,3,0,62,82,58,122,7,50,35,59,78,8,511,21,30,21,0,15,6,8,9,4,119,100,33,353,8,67,17,36,102,4,723,52,31,14,0,50,40,34,7,4,232,120,55,43,9,47,489,29,111,6,893,111,4,77,137,25,59,14,118,9,552,29,21,13,13,89,13,223,27,7,432,11,29,10,0,23,13,0,0,0,90,38,73,4,0,180,8,0,0,4,312,19,5,0,0,21,47,6,5,4,104,72,317,61,0,101,7,4,3,6,576,24,25,21,32,30,10,12,125,5,290,71,149,26,98,155,6,7,18,7,544,65,410,18,117,77,0,0,5,0,696,60,462,59,464,230,7,8,51,11,1345,20,27,11,42,11,8,0,5,0,121,35,34,151,55,51,7,4,17,4,362,26,42,17,20,36,23,31,24,55,277
404011092,22,0,5,0,3,4,3,9,3,51,27,23,6,0,9,0,15,3,0,77,115,80,92,8,66,36,34,42,4,480,21,26,22,0,26,4,6,3,0,106,147,34,333,4,77,17,35,75,15,747,46,23,22,0,34,40,21,5,5,204,132,31,36,5,32,397,33,81,0,752,91,9,48,176,17,66,3,89,0,499,66,51,16,26,55,17,113,22,3,369,14,31,10,0,12,12,4,4,0,100,55,126,9,0,138,9,0,0,9,344,22,18,0,0,27,71,3,4,0,154,107,369,53,4,120,3,0,5,11,666,38,27,19,23,44,5,4,60,0,222,105,153,23,121,164,0,3,5,4,583,83,479,16,100,77,0,0,6,4,764,71,528,38,306,191,4,8,31,8,1181,46,33,10,84,23,4,0,0,0,205,50,26,121,60,36,6,3,15,3,331,54,33,27,12,45,19,14,28,26,260
404011093,26,7,4,0,3,3,4,23,0,66,14,30,25,0,6,0,7,0,0,81,121,89,139,6,53,38,51,117,7,628,25,41,14,0,21,6,10,3,0,113,102,48,298,6,53,11,29,86,7,641,44,32,15,0,39,43,26,19,4,233,138,66,44,12,41,457,30,90,3,877,139,8,141,240,21,63,8,147,9,771,42,30,18,14,64,16,175,12,5,372,18,87,30,0,16,11,0,0,0,169,38,105,9,3,172,9,0,0,5,339,22,27,9,3,22,56,0,3,0,136,102,626,77,6,119,9,0,10,16,947,30,44,16,51,48,3,12,155,4,362,162,312,47,126,252,5,4,10,16,921,84,664,22,137,101,0,0,11,9,1032,109,811,70,398,226,8,8,40,4,1670,26,86,15,59,17,4,0,4,3,216,26,48,146,85,31,3,4,23,3,366,44,42,31,18,38,18,35,45,66,332
404011094,0,0,0,0,0,0,0,4,0,0,0,7,5,0,5,0,12,0,0,36,42,16,81,0,32,11,24,49,3,261,4,9,10,0,10,0,10,5,0,51,18,14,197,0,27,8,27,43,0,349,16,4,12,0,17,13,20,6,4,92,57,4,17,7,14,181,26,32,3,352,20,0,25,58,3,26,0,49,4,193,10,6,10,3,33,5,93,21,6,188,8,9,9,0,14,11,0,0,0,53,5,20,0,0,58,0,0,0,0,90,8,0,3,0,3,15,3,0,0,38,19,72,21,0,27,0,0,4,0,137,8,13,5,12,15,3,4,61,0,121,25,66,13,64,57,4,0,8,6,242,6,135,11,47,17,0,0,3,0,232,17,173,15,193,90,3,7,26,3,528,12,5,3,16,10,4,0,7,0,57,13,11,75,17,15,3,0,9,0,145,10,12,10,6,15,3,18,18,18,116
404011095,15,4,3,0,8,0,3,7,0,43,13,18,19,0,5,0,15,5,0,75,117,57,123,9,57,35,50,65,10,518,21,23,38,0,18,4,10,4,5,121,99,37,372,7,70,14,39,89,11,739,40,22,15,0,41,30,30,12,0,193,121,27,52,13,49,457,46,87,4,852,90,7,61,125,15,54,11,92,9,459,42,29,22,23,89,20,213,25,3,472,14,40,10,0,11,12,7,0,6,92,41,81,3,0,156,10,3,0,8,305,26,15,0,0,25,34,3,13,0,115,78,309,46,0,101,0,0,3,3,548,35,34,23,32,35,10,10,112,4,287,82,158,36,144,162,0,0,22,5,623,61,435,20,133,69,0,0,4,4,739,68,462,48,408,214,10,22,49,8,1286,35,30,12,80,11,11,4,9,0,179,35,25,182,79,43,5,0,23,6,398,34,32,34,11,25,21,32,24,58,276
404011096,22,3,5,0,5,4,5,8,0,48,14,10,14,0,8,0,9,4,0,64,146,56,114,9,67,36,38,36,7,502,21,17,19,0,12,3,15,5,0,100,117,28,293,6,89,13,39,80,6,664,57,21,14,0,40,36,25,7,0,201,112,35,20,3,42,333,18,62,4,637,83,3,33,105,14,32,5,79,0,354,49,31,17,11,84,13,113,30,5,347,10,25,15,0,12,9,0,0,0,76,30,73,0,4,106,8,0,0,0,221,20,14,3,0,24,74,0,8,4,149,91,251,50,0,113,8,5,5,7,525,25,31,19,17,43,3,5,62,4,210,97,154,17,115,128,3,6,3,3,531,67,394,14,119,63,0,0,7,8,665,58,366,31,256,157,7,11,32,10,925,26,23,7,48,17,0,0,3,3,130,30,25,116,55,35,4,0,16,3,288,35,32,21,0,37,20,10,22,48,241
404011097,23,5,0,0,0,5,3,27,4,77,7,18,16,0,8,0,9,5,0,58,80,83,199,5,51,35,102,178,12,744,19,29,19,0,29,5,19,9,8,128,100,40,331,4,65,9,45,125,12,730,37,29,21,3,36,27,49,32,3,228,133,54,41,7,44,519,48,105,3,955,125,5,123,219,17,81,15,173,6,772,44,22,20,17,95,10,250,19,3,484,14,37,22,0,26,20,0,6,0,119,32,80,0,0,153,10,0,4,0,289,14,15,5,3,22,44,0,10,0,116,44,326,61,4,88,7,3,9,9,549,25,34,26,45,51,3,11,191,7,396,79,192,49,141,172,0,8,13,11,666,64,456,39,136,72,5,3,12,6,782,51,551,59,564,195,9,14,55,13,1509,24,26,8,64,10,4,0,11,4,153,31,25,169,115,48,3,4,34,3,442,29,37,47,23,21,22,52,53,86,373
404021098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404021099,16,7,6,0,8,0,0,11,0,48,10,15,19,0,9,0,20,7,0,78,114,73,169,9,83,29,66,78,5,631,17,14,25,0,18,6,19,11,4,106,122,25,299,3,62,9,41,87,4,642,42,32,10,0,38,41,42,15,0,224,87,30,40,0,39,364,29,72,6,683,80,7,55,168,14,42,4,91,8,460,48,24,20,10,89,17,146,55,11,416,9,34,21,0,14,5,0,0,0,97,34,61,3,0,96,4,0,0,5,210,12,8,9,3,23,39,0,0,0,90,74,252,54,0,77,3,3,0,7,478,20,34,27,29,40,4,8,81,8,252,126,214,51,161,171,3,6,9,8,745,82,413,27,122,69,0,0,3,7,729,84,513,32,365,173,3,10,49,15,1241,25,37,18,40,18,9,0,10,4,153,31,28,113,53,35,10,0,13,0,278,28,25,31,7,30,22,26,24,41,236
404021100,10,0,7,0,0,0,4,6,0,31,3,7,21,0,5,0,28,8,0,73,80,77,197,6,88,24,80,73,3,626,15,14,34,0,23,4,14,7,6,116,55,11,279,3,52,7,49,93,10,561,43,20,20,0,37,38,58,15,0,234,67,20,39,5,46,340,29,72,3,621,50,0,34,154,15,36,11,95,3,405,50,20,36,12,102,18,175,63,7,473,9,15,9,0,14,10,0,8,0,60,25,34,0,0,74,5,0,0,3,146,26,0,6,0,20,24,0,4,0,80,40,128,62,0,78,0,6,10,6,335,14,29,36,27,37,3,13,107,4,270,67,117,62,180,152,0,13,25,5,622,45,292,19,110,57,0,0,4,3,528,64,292,43,346,176,4,11,58,0,1004,18,18,14,29,10,7,0,8,0,111,22,20,161,37,49,8,6,13,3,320,27,16,35,9,45,5,35,30,54,244
404021101,16,0,3,0,5,0,0,11,0,40,3,3,11,0,6,0,8,3,0,42,51,34,138,5,22,12,71,129,8,472,5,6,21,0,15,4,16,11,7,92,44,23,238,3,36,6,28,90,11,481,20,11,13,0,27,27,37,12,4,154,64,18,27,9,21,276,39,39,3,498,65,3,64,93,0,48,3,113,0,389,22,0,20,11,79,12,158,28,4,329,3,21,11,0,13,6,0,0,0,52,9,25,0,0,51,7,0,0,7,108,11,4,0,0,19,26,0,4,5,60,21,114,30,4,44,0,0,11,6,232,16,27,23,16,21,0,5,118,3,234,48,106,32,90,122,0,0,16,10,421,32,233,15,86,44,0,0,6,10,422,40,284,38,351,125,3,5,45,14,897,15,20,12,32,9,5,0,4,0,98,10,18,84,60,24,4,3,18,0,226,25,16,37,11,27,10,34,38,38,230
404021102,55,0,13,0,8,0,5,42,5,126,3,11,7,0,4,0,18,8,0,45,72,66,206,9,44,28,146,367,19,952,3,21,9,0,17,4,14,8,3,77,43,28,280,3,40,0,39,102,10,550,20,16,26,0,25,27,53,40,0,214,92,77,44,6,31,450,51,76,5,844,113,9,166,190,15,83,19,213,4,796,21,12,16,10,83,16,281,18,12,474,5,26,12,0,23,16,0,0,5,83,17,41,6,0,115,11,0,7,4,191,5,0,3,4,6,21,0,8,0,53,31,260,49,0,72,4,0,6,9,442,16,48,15,50,44,10,11,227,10,421,38,108,22,105,127,0,3,11,11,436,32,258,15,93,47,0,0,12,12,460,41,489,55,625,111,7,21,61,10,1422,9,17,13,28,9,5,0,8,0,86,25,15,135,185,33,9,9,57,8,479,38,27,51,38,21,17,56,81,98,433
404021103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404031104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404031105,3,0,0,0,5,0,0,0,0,9,0,3,4,0,0,0,4,0,0,23,20,13,12,4,5,3,9,7,5,75,6,11,4,0,7,0,4,0,0,23,24,3,70,0,18,0,7,14,4,147,12,6,3,0,0,4,8,0,0,31,18,11,9,0,4,87,6,14,0,138,9,0,0,42,0,10,0,21,0,87,14,4,7,0,9,0,17,5,0,47,5,7,0,0,0,0,0,0,0,11,7,16,0,0,36,3,0,0,0,60,4,4,0,0,4,7,0,0,0,21,11,67,18,0,18,3,0,0,0,117,3,0,0,0,11,0,4,13,0,34,21,27,4,24,24,0,0,5,0,109,19,87,3,30,11,0,0,3,0,147,14,90,7,59,44,5,0,10,4,229,7,3,3,8,3,0,0,0,0,34,5,9,18,8,8,5,0,0,0,52,10,3,3,0,6,3,0,0,8,38
404031106,13,4,0,0,3,5,3,4,0,37,14,17,11,0,3,0,15,7,0,68,68,56,89,3,57,25,38,66,6,398,22,19,8,0,19,5,9,3,0,87,98,33,242,6,48,7,13,74,4,534,42,31,10,0,25,24,27,3,0,176,109,35,36,4,45,347,35,64,0,690,74,13,89,131,12,37,7,104,0,467,34,23,12,14,73,9,147,21,6,340,11,33,7,0,26,7,0,3,0,92,30,81,3,0,142,10,0,0,4,269,18,7,0,4,21,48,5,6,7,119,66,294,38,0,104,7,0,4,6,531,22,27,14,33,31,8,4,105,4,244,72,139,33,106,149,0,0,6,6,514,49,407,17,91,57,3,0,6,7,639,72,430,57,407,156,15,7,44,6,1186,19,17,14,37,13,10,0,7,0,110,44,37,118,56,27,6,8,31,4,322,27,33,32,10,30,14,21,19,44,224
404031107,27,7,7,0,0,3,6,25,0,83,21,42,28,0,10,0,21,7,0,124,114,79,150,10,89,61,66,152,8,724,33,45,39,0,32,9,8,10,11,197,127,61,493,13,81,17,34,129,16,972,58,41,31,3,53,49,42,22,7,306,183,71,54,14,43,698,56,103,7,1237,182,14,243,382,20,121,17,279,7,1276,56,34,23,34,142,28,314,26,3,659,17,64,24,0,30,21,0,0,0,163,70,164,5,8,270,20,0,0,8,544,21,19,4,0,30,68,0,11,3,160,107,675,91,0,165,8,0,8,14,1074,50,80,42,75,77,6,7,270,6,625,114,265,57,215,277,4,7,9,11,957,86,724,43,205,128,4,0,12,10,1211,98,1043,85,1105,316,16,16,123,13,2814,48,45,27,95,21,5,0,16,3,267,39,50,174,97,67,6,10,53,3,506,40,59,50,32,38,18,39,33,75,388
404031108,6,7,8,0,6,4,7,13,0,44,8,41,14,0,3,0,16,4,0,83,67,70,105,3,35,28,39,98,8,462,16,23,25,0,27,7,4,8,0,113,69,48,293,9,54,11,30,95,13,613,45,25,21,5,30,30,38,13,0,195,114,47,53,13,46,500,46,64,3,885,132,12,155,279,13,72,10,168,6,837,24,16,12,20,100,12,190,9,3,390,15,55,28,0,17,15,4,0,3,134,28,106,9,0,173,8,0,0,5,328,28,21,3,0,27,38,0,4,3,128,92,546,60,6,100,9,3,4,7,821,39,39,21,33,41,9,0,162,6,342,114,223,36,97,195,6,4,16,13,696,58,515,27,126,62,5,0,7,4,798,76,732,52,491,184,9,8,56,11,1614,40,74,16,68,20,6,0,7,4,246,28,44,120,72,36,9,10,36,3,353,28,39,35,27,34,20,22,31,57,298
404031109,7,0,0,0,3,0,0,0,0,11,4,9,3,0,3,0,7,0,0,29,44,28,32,4,20,18,6,8,0,164,6,11,10,0,4,0,0,0,0,29,40,19,116,0,26,5,0,15,10,231,23,12,5,0,6,5,10,3,0,62,46,10,11,3,12,122,8,9,3,222,43,0,20,63,14,18,7,29,0,196,11,15,3,7,17,7,33,11,0,111,11,7,3,0,4,0,0,3,0,32,16,40,0,0,46,6,0,0,5,109,4,3,0,0,6,17,0,0,0,30,31,126,10,0,33,0,0,0,7,209,16,18,12,4,6,0,0,27,0,77,31,49,14,58,41,0,0,5,0,196,22,137,9,42,24,0,0,4,0,241,41,186,6,97,55,4,3,15,5,411,14,10,4,22,6,5,0,6,0,63,12,13,30,17,12,0,0,8,0,91,14,13,12,0,8,6,3,3,16,79
405011110,203,9,22,0,16,5,0,95,3,361,10,9,21,0,3,0,27,8,0,75,117,90,108,11,51,24,53,188,7,637,6,0,6,0,5,0,4,0,4,25,30,4,103,0,18,0,30,36,5,213,15,0,15,0,11,16,0,11,0,73,43,8,20,0,26,120,11,17,0,245,43,3,17,66,4,15,0,54,0,211,11,6,6,0,10,0,51,5,0,94,5,7,0,0,5,0,0,3,0,15,0,7,0,0,11,0,0,0,0,24,0,7,0,0,4,16,0,0,0,27,16,66,12,0,19,4,0,4,0,121,11,5,16,8,18,0,6,72,5,146,19,23,10,36,21,0,3,5,0,121,20,135,14,52,26,0,0,7,0,253,12,119,9,123,39,3,5,18,0,328,4,14,13,7,0,4,0,10,0,48,6,4,46,8,12,0,0,10,0,85,16,4,15,5,7,3,3,15,24,89
405011111,268,5,19,0,46,6,32,119,0,499,8,5,21,0,4,0,33,0,5,74,128,65,144,13,76,45,76,147,9,695,5,0,17,0,9,0,7,3,0,38,39,16,172,0,29,3,46,71,3,375,17,7,19,0,15,23,12,7,0,111,61,5,24,3,17,225,21,41,6,414,49,0,32,82,7,21,0,55,4,254,20,0,17,3,54,0,112,8,5,214,3,7,0,0,5,0,0,0,0,18,10,10,0,0,25,0,3,0,0,49,3,0,5,0,3,14,0,0,0,23,11,66,43,0,33,0,0,0,0,152,6,18,15,11,25,0,15,104,4,204,38,45,21,57,42,0,3,9,0,218,26,202,19,96,51,0,0,7,5,409,27,150,23,256,74,6,0,31,4,574,3,8,0,13,0,5,0,7,0,44,10,5,110,12,21,7,5,17,0,180,20,12,30,4,22,7,13,28,35,177
