sa2_code,dist_nearest_competitor_km,competitors_within_5km,competitors_within_10km
120031676,0.6180203580149128,3,9
120031677,1.6223353852107498,3,10
120031678,3.027578537820733,1,9
120031679,1.8889981046079183,1,9
120031680,4.0269596392772735,1,6
120031681,5.224089947482865,0,6
121011399,6.011887440953714,0,6
121011401,4.6711546321466475,1,11
121011682,5.542792969983767,0,10
121011683,4.035961345066424,2,7
121011684,3.9130022783084386,1,6
121011685,5.427320841942321,0,11
121011686,7.260440234726965,0,7
121011687,4.401901598244615,1,8
121021403,14.185057359114479,0,0
121021404,15.362505525754134,0,0
121021406,8.960167972856633,0,1
121021577,11.737655875570697,0,0
121021578,10.515071615196861,0,0
121021579,11.099062135161196,0,0
121031407,4.514273459714353,1,1
121031408,3.666593115129345,1,4
121031409,7.024288332282681,0,1
121031410,5.995237438315121,0,1
121031411,8.819838681111165,0,1
121031412,9.853592862480271,0,1
121041413,1.8989412429979944,3,11
121041414,3.7882523381307998,3,11
121041416,2.163392253117849,3,12
121041417,3.122593048357036,3,11
121041688,1.7136473263097671,1,9
121041689,0.46837255057723054,2,11
122011418,4.261177530918065,3,6
122011419,4.791501068371408,2,4
122021420,2.028730520818001,1,3
122021421,5.536780256552711,0,3
122021422,2.202721151733603,3,3
122021690,0.5016161138107809,2,5
122021691,2.497291253294995,2,5
122031424,1.310548662052241,2,6
122031425,3.2899336260798946,2,5
122031427,0.5708654384198139,1,4
122031429,1.1435205697098239,2,4
122031430,2.314756401399208,3,4
122031432,8.644000756693643,0,2
122031692,4.534795400174023,1,3
122031693,3.584855957815322,2,5
122031694,1.7698437822503872,2,5
122031695,1.760502446930403,2,5
122031696,2.8023914147653572,3,3
122031697,4.779398266902743,2,5
123011433,1.61939401415597,1,1
123011698,3.4233921291000433,1,4
123011699,2.5674750925060312,1,2
123011700,4.529962333635401,1,4
123011701,5.864488876408291,0,4
123011702,3.203945721250719,1,2
123021436,8.290858926962928,0,1
123021437,2.817435674404102,1,3
123021438,2.0237731393514626,3,3
123021439,7.994508624945085,0,2
123021441,2.3450797160768366,2,3
123021443,0.5156240470744181,2,3
123021444,9.351407672619747,0,1
123021703,5.812937841949374,0,4
123021704,6.218793460570749,0,3
123021705,3.7957540726265204,1,3
123021706,5.967561357525847,0,3
123031445,10.857699886473727,0,0
123031446,10.784572626789966,0,0
123031447,6.6008254269404265,0,1
123031448,13.343591693800992,0,0
124011449,5.642891831024315,0,2
124011450,0.9421714916161802,1,3
124011451,15.408313475898982,0,0
124011452,1.166331146580593,1,2
124011453,13.825645190850938,0,0
124011454,6.161053856237038,0,1
124011455,6.217362108800223,0,1
124021456,31.29233611180015,0,0
124031457,3.3569598443938493,2,2
124031459,3.613419699154243,3,3
124031460,4.079394565814698,1,3
124031461,2.0676053470413738,2,3
124031462,4.175526435684981,2,3
124031463,9.092469545159755,0,2
124031464,0.5162295870204802,2,3
124031465,17.526992648251994,0,0
124031707,5.462054264072904,0,3
124031708,5.656521292887531,0,3
124041466,2.683045101030748,1,3
124041467,3.188765751695723,2,4
124041468,7.399691018262628,0,2
124051469,3.887475853946717,1,2
124051470,4.31732023033844,1,3
124051580,3.4660751022961946,1,4
124051581,6.270642321577125,0,4
125011475,3.9256666611274373,1,6
125011582,2.05613761540153,1,5
125011583,0.9019802258216516,1,5
125011584,3.7402816833633143,1,5
125011585,3.837553160067501,1,6
125011586,2.498324743115515,1,4
125011587,4.955645984148485,1,6
125011709,0.9224574600314258,1,3
125011710,2.438749581325655,1,2
125021477,3.3806445750118383,1,2
125021478,5.153189821043641,0,3
125021711,7.846837728963483,0,2
125021712,7.031054421265076,0,3
125031479,3.631909301587217,1,6
125031480,2.631389190901532,1,6
125031481,3.234065242048566,1,4
125031483,4.255792212955253,1,6
125031484,3.4359305539804765,2,6
125031486,1.028120652388563,2,6
125031487,3.6559526893711767,2,6
125031713,2.0797124445965802,2,5
125031714,4.245300182615729,2,5
125031715,2.5378924767391924,3,5
125031716,2.498390305811147,2,5
125041489,5.4122297219847,0,5
125041490,5.376150023645756,0,3
125041491,4.197931879424223,1,5
125041493,2.0380412215927155,1,5
125041494,4.041330968683715,1,5
125041588,0.45463973282802206,3,5
125041589,2.4262516420591607,1,6
125041717,4.664778547606876,2,6
125041718,4.452211341659579,2,5
125041719,2.2026477171078898,1,3
126011496,7.771659637124816,0,1
126011720,9.556839870524275,0,1
126011721,8.025220261003154,0,2
126021498,5.813789772714674,0,7
126021499,5.779545009519089,0,11
126021500,8.734496458351773,0,2
126021501,8.415673354529563,0,4
126021503,5.157179199303192,0,2
126021590,6.128846346054943,0,3
126021722,6.406299395536669,0,1
126021723,6.9222289677878415,0,1
126021724,7.542738257951147,0,3
126021725,6.380392656626147,0,3
127011504,3.429146829559919,1,4
127011505,6.171522633111593,0,2
